"SITEID","STA_SEQ","ID","Station_Name","EVALSTATUS","TNT","SurveyID","SurveyName","XlongDD","YlatDD","WGT","BugAssess","BugBCG","Chloride"
"CTS06621-0041",NA,"","","Swamp","NonTarget",NA,"2006-2010",-72.7089,41.3472,156.3568317,"","",NA
"CTS06621-0042",NA,"","","Pond","NonTarget",NA,"2006-2010",-73.5265,41.4863,156.3568317,"","",NA
"CTS06621-0043",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.3154,42.0332,156.3568317,"","",NA
"CTS06621-0044",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-71.825,41.7939,156.3568317,"","",NA
"CTS06621-0045",16002,"S16002_2006_2010","Pemberwick Brook","CMPLTE","Target",2,"2006-2010",-73.6602,41.0298,156.3568317,"Fail","",28.1
"CTS06621-0046",16025,"S16025_2006_2010","Muddy Brook","CMPLTE","Target",2,"2006-2010",-73.3292,41.1319,156.3568317,"Fail","",48.61
"CTS06621-0047",NA,"","","Swamp","NonTarget",NA,"2006-2010",-71.8644,41.9126,156.3568317,"","",NA
"CTS06621-0048",14277,"S14277_2006_2010","Little River","CMPLTE","Target",2,"2006-2010",-72.0569,41.631,156.3568317,"Pass","",11.36833333
"CTS06621-0049",NA,"","","Pond","NonTarget",NA,"2006-2010",-72.081,41.4443,156.3568317,"","",NA
"CTS06621-0050",15576,"S15576_2006_2010","Lee Brook","CMPLTE","Target",2,"2006-2010",-73.2293,41.4336,156.3568317,"Pass","",17.97
"CTS06621-0051",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.9805,41.6778,156.3568317,"","",NA
"CTS06621-0052",16062,"S16062_2006_2010","Mill Brook","CMPLTE","Target",2,"2006-2010",-72.6577,41.8584,156.3568317,"Fail","",68.95
"CTS06621-0053",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.6231,41.5288,156.3568317,"","",NA
"CTS06621-0054",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.9498,41.4775,156.3568317,"","",NA
"CTS06621-0055",16063,"S16063_2006_2010","Marshepaug River","CMPLTE","Target",2,"2006-2010",-73.2663,41.7794,156.3568317,"Pass","",14.63333333
"CTS06621-0056",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.6667,41.6656,156.3568317,"","",NA
"CTS06621-0057",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.7688,41.4262,156.3568317,"","",NA
"CTS06621-0058",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.1521,41.2642,156.3568317,"","",NA
"CTS06621-0059",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.4332,41.9814,156.3568317,"","",NA
"CTS06621-0060",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.3386,41.5767,156.3568317,"","",NA
"CTS06621-0061",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.5029,41.3603,156.3568317,"","",NA
"CTS06621-0062",16064,"S16064_2006_2010","Umpawaug Pond Brook","CMPLTE","Target",2,"2006-2010",-73.4443,41.3169,156.3568317,"Pass","",16.05
"CTS06621-0063",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.245,41.946,156.3568317,"","",NA
"CTS06621-0064",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-71.8103,41.7034,156.3568317,"","",NA
"CTS06621-0065",NA,"","","Pond","NonTarget",NA,"2006-2010",-71.8698,41.4445,156.3568317,"","",NA
"CTS06621-0066",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.1154,41.5958,156.3568317,"","",NA
"CTS06621-0067",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.3464,41.2929,156.3568317,"","",NA
"CTS06621-0068",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.3166,41.9937,156.3568317,"","",NA
"CTS06621-0069",NA,"","","Tidal","NonTarget",NA,"2006-2010",-72.4191,41.4087,156.3568317,"","",NA
"CTS06621-0070",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.2253,41.5596,156.3568317,"","",NA
"CTS06621-0071",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.1945,41.9379,156.3568317,"","",NA
"CTS06621-0072",NA,"","","LowGrad","Target",NA,"2006-2010",-72.3603,41.775,156.3568317,"","",NA
"CTS06621-0073",NA,"","","Pond","NonTarget",NA,"2006-2010",-72.5397,41.4213,156.3568317,"","",NA
"CTS06621-0074",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.1072,41.3743,156.3568317,"","",NA
"CTS06621-0075",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.9355,41.8721,156.3568317,"","",NA
"CTS06621-0076",NA,"","","Pond","NonTarget",NA,"2006-2010",-71.9643,41.8501,156.3568317,"","",NA
"CTS06621-0077",NA,"","","LowGrad","Target",NA,"2006-2010",-72.887,41.5694,156.3568317,"","",NA
"CTS06621-0078",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.2699,41.2158,156.3568317,"","",NA
"CTS06621-0079",16065,"S16065_2006_2010","Housatonic River","CMPLTE","Target",2,"2006-2010",-73.376,41.8148,156.3568317,"Pass","",37.6
"CTS06621-0080",15304,"S15304_2006_2010","Eagleville Brook","CMPLTE","Target",2,"2006-2010",-72.2746,41.7968,156.3568317,"Pass","",101.3
"CTS06621-0081",NA,"","","Tidal","NonTarget",NA,"2006-2010",-72.3249,41.3112,156.3568317,"","",NA
"CTS06621-0082",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.3014,41.4898,156.3568317,"","",NA
"CTS06621-0083",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.0098,41.7643,156.3568317,"","",NA
"CTS06621-0084",16066,"S16066_2006_2010","Farmington River","CMPLTE","Target",2,"2006-2010",-72.765,41.914,156.3568317,"Pass","",27.34375
"CTS06621-0085",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.282,41.4542,156.3568317,"","",NA
"CTS06621-0086",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.3696,41.6806,156.3568317,"","",NA
"CTS06621-0087",16067,"S16067_2006_2010","East Branch Naugatuck River","CMPLTE","Target",2,"2006-2010",-73.1248,41.8485,156.3568317,"Pass","",17.4
"CTS06621-0088",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.5592,41.6527,156.3568317,"","",NA
"CTS06621-0089",NA,"","","Pond","NonTarget",NA,"2006-2010",-72.6863,41.3377,156.3568317,"","",NA
"CTS06621-0090",16068,"S16068_2006_2010","West Aspetuck River","CMPLTE","Target",2,"2006-2010",-73.4212,41.6203,156.3568317,"Pass","",15.95
"CTS06621-0091",16069,"S16069_2006_2010","West Branch Salmon Brook","CMPLTE","Target",2,"2006-2010",-72.8301,41.9353,156.3568317,"Pass","",12.65
"CTS06621-0092",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.0918,41.7025,156.3568317,"","",NA
"CTS06621-0093",NA,"","","Pond","NonTarget",NA,"2006-2010",-72.9034,41.553,156.3568317,"","",NA
"CTS06621-0094",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.5065,41.1362,156.3568317,"","",NA
"CTS06621-0095",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-71.9816,41.9537,156.3568317,"","",NA
"CTS06621-0096",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.1809,41.8932,156.3568317,"","",NA
"CTS06621-0097",NA,"","","Tidal","NonTarget",NA,"2006-2010",-72.1014,41.3099,156.3568317,"","",NA
"CTS06621-0098",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.4272,41.4978,156.3568317,"","",NA
"CTS06621-0099",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.0395,41.7971,156.3568317,"","",NA
"CTS06621-0100",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.6274,41.989,156.3568317,"","",NA
"CTS06621-0101",16070,"S16070_2006_2010","Pine Brook","CMPLTE","Target",2,"2006-2010",-72.5001,41.5183,156.3568317,"Pass","",17.63333333
"CTS06621-0102",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.398,41.6164,156.3568317,"","",NA
"CTS06621-0103",NA,"","","LowGrad","Target",NA,"2006-2010",-73.1525,41.7205,156.3568317,"","",NA
"CTS06621-0104",16071,"S16071_2006_2010","Hockanum River","CMPLTE","Target",2,"2006-2010",-72.551,41.7874,156.3568317,"Fail","",43.8225
"CTS06621-0105",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.6384,41.3871,156.3568317,"","",NA
"CTS06621-0106",NA,"","","Pond","NonTarget",NA,"2006-2010",-73.4773,41.4412,156.3568317,"","",NA
"CTS06621-0107",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.4058,41.9736,156.3568317,"","",NA
"CTS06621-0108",NA,"","","LowGrad","Target",NA,"2006-2010",-72.2826,41.7224,156.3568317,"","",NA
"CTS06621-0109",NA,"","","Pond","NonTarget",NA,"2006-2010",-73.6454,41.0735,156.3568317,"","",NA
"CTS06621-0110",15375,"S15375_2006_2010","Aspetuck River","CMPLTE","Target",2,"2006-2010",-73.36,41.1755,156.3568317,"Pass","",20.5
"CTS06621-0111",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-71.798,41.8685,156.3568317,"","",NA
"CTS06621-0112",NA,"","","LowGrad","Target",NA,"2006-2010",-72.0516,41.5558,156.3568317,"","",NA
"CTS06621-0113",16072,"S16072_2006_2010","Trading Cove Brook","CMPLTE","Target",2,"2006-2010",-72.138,41.5046,156.3568317,"Pass","",10.5
"CTS06621-0114",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.411,41.3991,156.3568317,"","",NA
"CTS06621-0115",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.9511,41.7563,156.3568317,"","",NA
"CTS06621-0116",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.3507,41.9074,156.3568317,"","",NA
"CTS06621-0117",NA,"","","NoWade","NonTarget",NA,"2006-2010",-72.6168,41.6057,156.3568317,"","",NA
"CTS06621-0118",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.0221,41.4699,156.3568317,"","",NA
"CTS06621-0119",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.2844,41.828,156.3568317,"","",NA
"CTS06621-0120",NA,"","","LowGrad","Target",NA,"2006-2010",-72.7192,41.7249,156.3568317,"","",NA
"CTS06621-0121",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.8134,41.3774,156.3568317,"","",NA
"CTS06621-0122",16073,"S16073_2006_2010","TwoMile Brook","CMPLTE","Target",2,"2006-2010",-73.0592,41.3113,156.3568317,"Fail","",44.865
"CTS06621-0123",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.4911,41.8159,156.3568317,"","",NA
"CTS06621-0124",16074,"S16074_2006_2010","Raymond Brook","CMPLTE","Target",2,"2006-2010",-72.3441,41.6434,156.3568317,"Pass","",16.63
"CTS06621-0125",NA,"","","Pond","NonTarget",NA,"2006-2010",-72.9172,41.6348,156.3568317,"","",NA
"CTS06621-0126",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.3966,41.3031,156.3568317,"","",NA
"CTS06621-0127",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.0373,41.9232,156.3568317,"","",NA
"CTS06621-0128",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-71.9115,41.4841,156.3568317,"","",NA
"CTS06621-0129",NA,"","","LowGrad","Target",NA,"2006-2010",-71.925,41.3997,156.3568317,"","",NA
"CTS06621-0130",NA,"","","Pond","NonTarget",NA,"2006-2010",-73.1212,41.5373,156.3568317,"","",NA
"CTS06621-0131",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.2826,41.2652,156.3568317,"","",NA
"CTS06621-0132",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.5708,42.0253,156.3568317,"","",NA
"CTS06621-0133",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.2852,41.5346,156.3568317,"","",NA
"CTS06621-0134",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.1956,41.6662,156.3568317,"","",NA
"CTS06621-0135",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.2406,41.9301,156.3568317,"","",NA
"CTS06621-0136",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.3988,41.9398,156.3568317,"","",NA
"CTS06621-0137",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.5185,41.4711,156.3568317,"","",NA
"CTS06621-0138",NA,"","","NoWade","NonTarget",NA,"2006-2010",-73.1232,41.3425,156.3568317,"","",NA
"CTS06621-0139",16075,"S16075_2006_2010","Morgan Brook","CMPLTE","Target",2,"2006-2010",-73.027,41.9048,156.3568317,"Pass","",9.26
"CTS06621-0140",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.0152,41.7994,156.3568317,"","",NA
"CTS06621-0141",NA,"","","LowGrad","Target",NA,"2006-2010",-72.7799,41.6102,156.3568317,"","",NA
"CTS06621-0142",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.157,41.2295,156.3568317,"","",NA
"CTS06621-0143",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.3622,41.7885,156.3568317,"","",NA
"CTS06621-0144",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.2617,41.7548,156.3568317,"","",NA
"CTS06621-0145",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.4336,41.373,156.3568317,"","",NA
"CTS06621-0146",NA,"","","LowGrad","Target",NA,"2006-2010",-73.2289,41.4682,156.3568317,"","",NA
"CTS06621-0147",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.051,41.6989,156.3568317,"","",NA
"CTS06621-0148",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.7139,41.9515,156.3568317,"","",NA
"CTS06621-0149",NA,"","","LowGrad","Target",NA,"2006-2010",-72.2126,41.3808,156.3568317,"","",NA
"CTS06621-0150",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.3445,41.7294,156.3568317,"","",NA
"CTS06621-0151",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.1596,41.8829,156.3568317,"","",NA
"CTS06621-0152",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.5811,41.6427,156.3568317,"","",NA
"CTS06621-0153",NA,"","","Tidal","NonTarget",NA,"2006-2010",-72.6464,41.2953,156.3568317,"","",NA
"CTS06621-0154",16076,"S16076_2006_2010","Housatonic River","CMPLTE","Target",2,"2006-2010",-73.4497,41.7565,156.3568317,"Pass","",30.36666667
"CTS06621-0155",16080,"S16080_2006_2010","West Branch Salmon Brook","CMPLTE","Target",2,"2006-2010",-72.896,41.9745,156.3568317,"Pass","",8.6
"CTS06621-0156",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-71.9891,41.7604,156.3568317,"","",NA
"CTS06621-0157",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.6498,41.6014,156.3568317,"","",NA
"CTS06621-0158",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.4908,41.1529,156.3568317,"","",NA
"CTS06621-0159",NA,"","","LowGrad","Target",NA,"2006-2010",-71.831,42.0204,156.3568317,"","",NA
"CTS06621-0160",NA,"","","NoWade","NonTarget",NA,"2006-2010",-71.9266,41.5881,156.3568317,"","",NA
"CTS06621-0161",NA,"","","LowGrad","Target",NA,"2006-2010",-72.0195,41.3437,156.3568317,"","",NA
"CTS06621-0162",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.2489,41.3728,156.3568317,"","",NA
"CTS06621-0163",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.0674,41.8364,156.3568317,"","",NA
"CTS06621-0164",NA,"","","Pond","NonTarget",NA,"2006-2010",-72.5503,41.9133,156.3568317,"","",NA
"CTS06621-0165",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.5145,41.5681,156.3568317,"","",NA
"CTS06621-0166",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.0278,41.3722,156.3568317,"","",NA
"CTS06621-0167",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.3307,41.7493,156.3568317,"","",NA
"CTS06621-0168",NA,"","","LowGrad","Target",NA,"2006-2010",-72.7486,41.7002,156.3568317,"","",NA
"CTS06621-0169",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.9626,41.3059,156.3568317,"","",NA
"CTS06621-0170",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.4483,41.5017,156.3568317,"","",NA
"CTS06621-0171",NA,"","","LowGrad","Target",NA,"2006-2010",-73.3412,41.9708,156.3568317,"","",NA
"CTS06621-0172",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.2542,41.6844,156.3568317,"","",NA
"CTS06621-0173",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.66,41.1249,156.3568317,"","",NA
"CTS06621-0174",NA,"","","Pond","NonTarget",NA,"2006-2010",-73.4334,41.214,156.3568317,"","",NA
"CTS06621-0175",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.0343,42.0077,156.3568317,"","",NA
"CTS06621-0176",NA,"","","NoWade","NonTarget",NA,"2006-2010",-72.1145,41.5538,156.3568317,"","",NA
"CTS06621-0177",NA,"","","Pond","NonTarget",NA,"2006-2010",-72.1827,41.3825,156.3568317,"","",NA
"CTS06621-0178",NA,"","","UndGrd","NonTarget",NA,"2006-2010",-73.4273,41.4177,156.3568317,"","",NA
"CTS06621-0179",NA,"","","Pond","NonTarget",NA,"2006-2010",-73.1505,41.907,156.3568317,"","",NA
"CTS06621-0180",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.335,41.9021,156.3568317,"","",NA
"CTS06621-0181",16077,"S16077_2006_2010","Ponset Brook","CMPLTE","Target",2,"2006-2010",-72.5577,41.4747,156.3568317,"Pass","",26.185
"CTS06621-0182",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.1896,41.4869,156.3568317,"","",NA
"CTS06621-0183",NA,"","","LowGrad","Target",NA,"2006-2010",-73.2749,41.9186,156.3568317,"","",NA
"CTS06621-0184",NA,"","","NoWade","NonTarget",NA,"2006-2010",-72.6467,41.7999,156.3568317,"","",NA
"CTS06621-0185",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.8001,41.3327,156.3568317,"","",NA
"CTS06621-0186",NA,"","","Tidal","NonTarget",NA,"2006-2010",-73.0878,41.2701,156.3568317,"","",NA
"CTS06621-0187",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.3317,41.8871,156.3568317,"","",NA
"CTS06621-0188",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.2259,41.5719,156.3568317,"","",NA
"CTS06621-0189",16078,"S16078_2006_2010","South Mountain Brook","CMPLTE","Target",2,"2006-2010",-72.947,41.6621,156.3568317,"Fail","",21.075
"CTS06621-0190",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.3512,41.2116,156.3568317,"","",NA
"CTS06621-0191",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.406,41.9883,156.3568317,"","",NA
"CTS06621-0192",16079,"S16079_2006_2010","Pendleton Hill Brook","CMPLTE","Target",2,"2006-2010",-71.8354,41.4781,156.3568317,"Pass","",6.735
"CTS06621-0193",NA,"","","LowGrad","Target",NA,"2006-2010",-71.8389,41.4502,156.3568317,"","",NA
"CTS06621-0194",15115,"S15115_2006_2010","Branch Brook","CMPLTE","Target",2,"2006-2010",-73.0948,41.6541,156.3568317,"Fail","",15
"CTS06621-0195",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.3087,41.3146,156.3568317,"","",NA
"CTS06621-0196",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.6432,42.0323,156.3568317,"","",NA
"CTS06621-0197",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.3367,41.4823,156.3568317,"","",NA
"CTS06621-0198",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.1656,41.6675,156.3568317,"","",NA
"CTS06621-0199",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.1339,42.034,156.3568317,"","",NA
"CTS06621-0200",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.4847,41.6243,156.3568317,"","",NA
"CTS06621-0201",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.533,41.3252,156.3568317,"","",NA
"CTS06621-0202",16329,"S16329_2006_2010","Naromiyocknowhusunkatankshunk Brook (FKA Morrisey)","CMPLTE","Target",2,"2006-2010",-73.4889,41.615,156.3568317,"Pass","",12.96666667
"CTS06621-0203",14461,"S14461_2006_2010","Sandy Brook (Still River)","CMPLTE","Target",2,"2006-2010",-73.0273,41.9654,156.3568317,"Pass","",14.825
"CTS06621-0204",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-71.8979,41.7393,156.3568317,"","",NA
"CTS06621-0205",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.7712,41.4812,156.3568317,"","",NA
"CTS06621-0206",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.5052,41.0751,156.3568317,"","",NA
"CTS06621-0207",16328,"S16328_2006_2010","Stony Brook","CMPLTE","Target",2,"2006-2010",-73.4169,41.7869,156.3568317,"Pass","",1.9
"CTS06621-0208",14591,"S14591_2006_2010","Mount Hope River","CMPLTE","Target",2,"2006-2010",-72.1755,41.7915,156.3568317,"Pass","",15.125
"CTS06621-0209",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.4606,41.3373,156.3568317,"","",NA
"CTS06621-0210",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.2065,41.4956,156.3568317,"","",NA
"CTS06621-0211",NA,"","","LowGrad","Target",NA,"2006-2010",-72.9069,41.8375,156.3568317,"","",NA
"CTS06621-0212",NA,"","","LowGrad","Target",NA,"2006-2010",-72.767,41.9257,156.3568317,"","",NA
"CTS06621-0213",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.2033,41.3962,156.3568317,"","",NA
"CTS06621-0214",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.3356,41.6156,156.3568317,"","",NA
"CTS06621-0215",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.1577,41.7888,156.3568317,"","",NA
"CTS06621-0216",16289,"S16289_2006_2010","Staddle Brook","CMPLTE","Target",2,"2006-2010",-72.3782,41.727,156.3568317,"Pass","",8.6
"CTS06621-0217",NA,"","","Tidal","NonTarget",NA,"2006-2010",-72.56,41.2859,156.3568317,"","",NA
"CTS06621-0218",NA,"","","NoWade","NonTarget",NA,"2006-2010",-73.5117,41.6793,156.3568317,"","",NA
"CTS06621-0219",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.924,41.9643,156.3568317,"","",NA
"CTS06621-0220",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-71.8874,41.8292,156.3568317,"","",NA
"CTS06621-0221",16323,"S16323_2006_2010","Coginchaug River","CMPLTE","Target",2,"2006-2010",-72.6858,41.5394,156.3568317,"Pass","",19.16666667
"CTS06621-0222",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.4933,41.1811,156.3568317,"","",NA
"CTS06621-0223",NA,"","","Pond","NonTarget",NA,"2006-2010",-71.9235,41.9989,156.3568317,"","",NA
"CTS06621-0224",NA,"","","Pond","NonTarget",NA,"2006-2010",-71.9816,41.6407,156.3568317,"","",NA
"CTS06621-0225",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.0303,41.4411,156.3568317,"","",NA
"CTS06621-0226",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.3221,41.4516,156.3568317,"","",NA
"CTS06621-0227",NA,"","","Pond","NonTarget",NA,"2006-2010",-72.99,41.7993,156.3568317,"","",NA
"CTS06621-0228",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.6745,41.8458,156.3568317,"","",NA
"CTS06621-0229",NA,"","","Pond","NonTarget",NA,"2006-2010",-72.439,41.5106,156.3568317,"","",NA
"CTS06621-0230",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.0564,41.3634,156.3568317,"","",NA
"CTS06621-0231",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.2424,41.766,156.3568317,"","",NA
"CTS06621-0232",NA,"","","LowGrad","Target",NA,"2006-2010",-72.8583,41.69,156.3568317,"","",NA
"CTS06621-0233",NA,"","","Tidal","NonTarget",NA,"2006-2010",-72.8888,41.3349,156.3568317,"","",NA
"CTS06621-0234",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.1709,41.2903,156.3568317,"","",NA
"CTS06621-0235",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.449,42.0321,156.3568317,"","",NA
"CTS06621-0236",16305,"S16305_2006_2010","Beaver Brook, tributary to","CMPLTE","Target",2,"2006-2010",-72.1066,41.7004,156.3568317,"Pass","",6.6
"CTS06621-0237",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.6032,41.0872,156.3568317,"","",NA
"CTS06621-0238",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.4028,41.2468,156.3568317,"","",NA
"CTS06621-0239",NA,"","","Pond","NonTarget",NA,"2006-2010",-72.1568,41.9139,156.3568317,"","",NA
"CTS06621-0240",14601,"S14601_2006_2010","Broad Brook","CMPLTE","Target",2,"2006-2010",-71.9779,41.5613,156.3568317,"Pass","",7.275
"CTS06621-0241",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.1427,41.3986,156.3568317,"","",NA
"CTS06621-0242",16335,"S16335_2006_2010","Nonewaug River","CMPLTE","Target",2,"2006-2010",-73.1745,41.5783,156.3568317,"Pass","",17.3
"CTS06621-0243",NA,"","","Pond","NonTarget",NA,"2006-2010",-73.1245,41.9437,156.3568317,"","",NA
"CTS06621-0244",16322,"S16322_2006_2010","Ogden Brook","CMPLTE","Target",2,"2006-2010",-72.4816,41.8456,156.3568317,"Fail","",41.975
"CTS06621-0245",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.6469,41.5156,156.3568317,"","",NA
"CTS06621-0246",16339,"S16339_2006_2010","Jacks Brook","CMPLTE","Target",2,"2006-2010",-73.117,41.442,156.3568317,"Pass","",6.45
"CTS06621-0247",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.8766,41.9411,156.3568317,"","",NA
"CTS06621-0248",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.8337,41.7849,156.3568317,"","",NA
"CTS06621-0249",NA,"","","Canal_Aquadk","NonTarget",NA,"2006-2010",-72.8348,41.3145,156.3568317,"","",NA
"CTS06621-0250",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.0421,41.2478,156.3568317,"","",NA
"CTS06621-0251",16327,"S16327_2006_2010","Housatonic River","CMPLTE","Target",2,"2006-2010",-73.3758,41.8508,156.3568317,"Pass","",28.6
"CTS06621-0252",NA,"","","Pond","NonTarget",NA,"2006-2010",-72.1506,41.569,156.3568317,"","",NA
"CTS06621-0253",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.9437,41.536,156.3568317,"","",NA
"CTS06621-0254",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.3896,41.234,156.3568317,"","",NA
"CTS06621-0255",16309,"S16309_2006_2010","Scantic River","CMPLTE","Target",2,"2006-2010",-72.5033,41.9781,156.3568317,"Pass","",14.025
"CTS06621-0256",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-71.8025,41.541,156.3568317,"","",NA
"CTS06621-0257",NA,"","","Tidal","NonTarget",NA,"2006-2010",-71.8325,41.3748,156.3568317,"","",NA
